detuning_from_l0_peak_mhz,detuning_from_l0_peak_fsr,T_l0,T_l9,T_overlap_min
-1186.3386727571487,-0.11964517059757958,0.016680978615893186,0.015934954333569288,0.015934954333569288
-1185.720610499382,-0.11958283749998395,0.016698082763529656,0.01595099562461482,0.01595099562461482
-1185.1025482416153,-0.11952050440238834,0.016715213082520473,0.015967061019222732,0.015967061019222732
-1184.4844859838486,-0.11945817130479272,0.016732369625978172,0.01598315056544175,0.01598315056544175
-1183.8664237260818,-0.11939583820719711,0.016749552447149308,0.01599926431143971,0.01599926431143971
-1183.2483614683151,-0.11933350510960149,0.016766761599414842,0.01601540230550392,0.01601540230550392
-1182.6302992105484,-0.11927117201200588,0.016783997136290533,0.016031564596041496,0.016031564596041496
-1182.0122369527817,-0.11920883891441027,0.016801259111427366,0.01604775123157973,0.01604775123157973
-1181.394174695015,-0.11914650581681464,0.016818547578611967,0.016063962260766444,0.016063962260766444
-1180.7761124968529,-0.11908417272523031,0.01683586259009588,0.016080197730803457,0.016080197730803457
-1180.1580502390862,-0.11902183962763468,0.016853204203277836,0.016096457693712138,0.016096457693712138
-1179.5399879813194,-0.11895950653003907,0.01687057247068525,0.016112742196939506,0.016112742196939506
-1178.9219257235527,-0.11889717343244345,0.016887967446651362,0.016129051289619088,0.016129051289619088
-1178.303863465786,-0.11883484033484784,0.016905389185647074,0.016145385021006726,0.016145385021006726
-1177.6858012080193,-0.11877250723725223,0.016922837742281406,0.016161743440480957,0.016161743440480957
-1177.0677389502525,-0.11871017413965661,0.0169403131713019,0.016178126597543373,0.016178126597543373
-1176.4496766924858,-0.118647841042061,0.016957815527595038,0.016194534541819003,0.016194534541819003
-1175.831614434719,-0.11858550794446537,0.016975344866186654,0.016210967323056633,0.016210967323056633
-1175.2135521769524,-0.11852317484686976,0.016992901242242373,0.016227424991129235,0.016227424991129235
-1174.5954899191856,-0.11846084174927414,0.017010484711068027,0.016243907596034297,0.016243907596034297
-1173.977427661419,-0.11839850865167853,0.017028095328110077,0.016260415187894197,0.016260415187894197
-1173.3593654036522,-0.1183361755540829,0.01704573314895604,0.016276947816956603,0.016276947816956603
-1172.7413031458855,-0.1182738424564873,0.01706339822933493,0.016293505533594814,0.016293505533594814
-1172.1232408881187,-0.11821150935889169,0.017081090625117666,0.016310088388308143,0.016310088388308143
-1171.505178630352,-0.11814917626129606,0.017098810392317518,0.016326696431722312,0.016326696431722312
